head,tail,context,section,source_type,weak_label,weak_label_source,label,pair_id,candidate_id,text_basic,text_marked,llm_judge_raw_response,llm_judge_parse_status,llm_judge_model
Florencia,Veronica,"When Florencia gave birth to her first child Wilfried, Veronica claimed that it would be dangerous to trust him to someone who had just married into the family.",History,prose,romantic,keyword:\bmarried\b,romantic,Florencia || Veronica,cand_004941,"When Florencia gave birth to her first child Wilfried, Veronica claimed that it would be dangerous to trust him to someone who had just married into the family.","section=History source=prose When [HEAD] Florencia [/HEAD] gave birth to her first child Wilfried, [TAIL] Veronica [/TAIL] claimed that it would be dangerous to trust him to someone who had just married into the family.",romantic,parsed,google/gemma-2-2b-it
Curtiss,Anastasius,"Later on, after the Lanzenave invasion plot had been revealed, Ferdinand and Anastasius descend on the Sovereign Temple in search for Gervasio's medal.",Part 5 Volume 10,prose,no_relation,keyword:none,no_relation,Curtiss || Anastasius,cand_004942,"Later on, after the Lanzenave invasion plot had been revealed, Ferdinand and Anastasius descend on the Sovereign Temple in search for Gervasio's medal.","section=Part 5 Volume 10 source=prose [HEAD] Curtiss [/HEAD] Later on, after the Lanzenave invasion plot had been revealed, Ferdinand and [TAIL] Anastasius [/TAIL] descend on the Sovereign Temple in search for Gervasio's medal.",no_relation,parsed,google/gemma-2-2b-it
Waldifried,Hortensia,*Hortensia - A former Klassenberg noble in charge of overseeing Waldifried's governmental documents and the bookshelves in his villa.,Scholars,prose,service_retainer,keyword:\bscholars\b,service_retainer,Waldifried || Hortensia,cand_004943,*Hortensia - A former Klassenberg noble in charge of overseeing Waldifried's governmental documents and the bookshelves in his villa.,section=Scholars source=prose *[TAIL] Hortensia [/TAIL] - A former Klassenberg noble in charge of overseeing [HEAD] Waldifried [/HEAD]'s governmental documents and the bookshelves in his villa.,service_retainer,parsed,google/gemma-2-2b-it
Waldifried,Hortensia,"After his death, his loyal retainer Hortensia, who was taken in by the third prince, was put in charge of cleaning up Waldifried's villa while the war still raged on.",History,prose,service_retainer,keyword:\bretainer\b,service_retainer,Waldifried || Hortensia,cand_004944,"After his death, his loyal retainer Hortensia, who was taken in by the third prince, was put in charge of cleaning up Waldifried's villa while the war still raged on.","section=History source=prose After his death, his loyal retainer [TAIL] Hortensia [/TAIL], who was taken in by the third prince, was put in charge of cleaning up [HEAD] Waldifried [/HEAD]'s villa while the war still raged on.",service_retainer,parsed,google/gemma-2-2b-it
Alexis,Wilfried,"He often plays gewinnen with Wilfried, who is eager to improve his skills to a level where he can compete with archduke candidates of other duchies.",At the Royal Academy,prose,no_relation,keyword:none,friend_ally,Alexis || Wilfried,cand_004945,"He often plays gewinnen with Wilfried, who is eager to improve his skills to a level where he can compete with archduke candidates of other duchies.","section=At the Royal Academy source=prose [HEAD] Alexis [/HEAD] He often plays gewinnen with [TAIL] Wilfried [/TAIL], who is eager to improve his skills to a level where he can compete with archduke candidates of other duchies.",friend_ally,parsed,google/gemma-2-2b-it
Pauline,Rozemyne,"After her awakening, however, several students - including Rozemyne herself - performed some of the songs she composed at the Royal Academy, which catches the attention of the music professors.",Part 4 Volume 2,prose,no_relation,keyword:none,no_relation,Pauline || Rozemyne,cand_004946,"After her awakening, however, several students - including Rozemyne herself - performed some of the songs she composed at the Royal Academy, which catches the attention of the music professors.","section=Part 4 Volume 2 source=prose [HEAD] Pauline [/HEAD] After her awakening, however, several students - including [TAIL] Rozemyne [/TAIL] herself - performed some of the songs she composed at the Royal Academy, which catches the attention of the music professors.",no_relation,parsed,google/gemma-2-2b-it
Zahm,Ferdinand,"Prior to that, he served under Shikikoza, but returned to the orphanage for a short time after his master returned to noble society, before being taken into Ferdinand's service.",History,prose,service_retainer,keyword:\bserved\b,service_retainer,Zahm || Ferdinand,cand_004947,"Prior to that, he served under Shikikoza, but returned to the orphanage for a short time after his master returned to noble society, before being taken into Ferdinand's service.","section=History source=prose [HEAD] Zahm [/HEAD] Prior to that, he served under Shikikoza, but returned to the orphanage for a short time after his master returned to noble society, before being taken into [TAIL] Ferdinand [/TAIL]'s service.",service_retainer,parsed,google/gemma-2-2b-it
Karstedt,Lamprecht,Infobox field family/Son: Eckhart Lamprecht Cornelius Nikolaus,infobox,infobox,family,infobox:family/Son,family,Karstedt || Lamprecht,cand_004948,Infobox field family/Son: Eckhart Lamprecht Cornelius Nikolaus,section=infobox source=infobox [HEAD] Karstedt [/HEAD] Infobox field family/Son: Eckhart [TAIL] Lamprecht [/TAIL] Cornelius Nikolaus,family,parsed,google/gemma-2-2b-it
Shikikoza,Viscount Dahldolf,Shikza was born to Gloria when she was the second wife of Viscount Dahldolf.,History,prose,romantic,keyword:\bwife\b,romantic,Shikikoza || Viscount Dahldolf,cand_004949,Shikza was born to Gloria when she was the second wife of Viscount Dahldolf.,section=History source=prose [HEAD] Shikikoza [/HEAD] Shikza was born to Gloria when she was the second wife of [TAIL] Viscount Dahldolf [/TAIL].,romantic,parsed,google/gemma-2-2b-it
Nikolaus,Rozemyne,"Before they are allowed into Rozemyne's Highbeast, they have to pass through a Shield of Schutzaria to make sure none of them hold any hostile intent toward her, as a security precaution, which all four pass.",Part 5 Volume 4,prose,no_relation,keyword:none,no_relation,Nikolaus || Rozemyne,cand_004950,"Before they are allowed into Rozemyne's Highbeast, they have to pass through a Shield of Schutzaria to make sure none of them hold any hostile intent toward her, as a security precaution, which all four pass.","section=Part 5 Volume 4 source=prose [HEAD] Nikolaus [/HEAD] Before they are allowed into [TAIL] Rozemyne [/TAIL]'s Highbeast, they have to pass through a Shield of Schutzaria to make sure none of them hold any hostile intent toward her, as a security precaution, which all four pass.",no_relation,parsed,google/gemma-2-2b-it
Blasius,Letizia,Infobox field family/Relatives: Aurelia (Cousin) Martina (Cousin) Letizia (Niece),infobox,infobox,family,infobox:family/Relatives,family,Blasius || Letizia,cand_004951,Infobox field family/Relatives: Aurelia (Cousin) Martina (Cousin) Letizia (Niece),section=infobox source=infobox [HEAD] Blasius [/HEAD] Infobox field family/Relatives: Aurelia (Cousin) Martina (Cousin) [TAIL] Letizia [/TAIL] (Niece),family,parsed,google/gemma-2-2b-it
Dimo,Ingo,"Due to having been involved with printing presses from the very start, Dimo is second only to Ingo himself when it comes to experience with them.",Part 5 Volume 4,prose,no_relation,keyword:none,no_relation,Dimo || Ingo,cand_004952,"Due to having been involved with printing presses from the very start, Dimo is second only to Ingo himself when it comes to experience with them.","section=Part 5 Volume 4 source=prose Due to having been involved with printing presses from the very start, [HEAD] Dimo [/HEAD] is second only to [TAIL] Ingo [/TAIL] himself when it comes to experience with them.",no_relation,parsed,google/gemma-2-2b-it
Roderick,Rozemyne,"Roderick (ローデリヒ, Rooderihi) is a mednoble apprentice scholar who serves Rozemyne as a her first name-sworn retainer.",lead,prose,service_retainer,"keyword:\bretainer\b,\bscholar\b,\bserves\b",service_retainer,Roderick || Rozemyne,cand_004953,"Roderick (ローデリヒ, Rooderihi) is a mednoble apprentice scholar who serves Rozemyne as a her first name-sworn retainer.","section=lead source=prose [HEAD] Roderick [/HEAD] (ローデリヒ, Rooderihi) is a mednoble apprentice scholar who serves [TAIL] Rozemyne [/TAIL] as a her first name-sworn retainer.",service_retainer,parsed,google/gemma-2-2b-it
Hasse's Mayor,Ferdinand,"Rozemyne and Ferdinand go to visit the monastery and the mayor, and wish to see the orphans to inform them of the monastery.",Part 3 Volume 3,prose,no_relation,keyword:none,no_relation,Hasse's Mayor || Ferdinand,cand_004954,"Rozemyne and Ferdinand go to visit the monastery and the mayor, and wish to see the orphans to inform them of the monastery.","section=Part 3 Volume 3 source=prose [HEAD] Hasse's Mayor [/HEAD] Rozemyne and [TAIL] Ferdinand [/TAIL] go to visit the monastery and the mayor, and wish to see the orphans to inform them of the monastery.",no_relation,parsed,google/gemma-2-2b-it
Aeussewahl,Tollkuehnheit,"While the area didn't appear to be rich in any valuable natural resources, it was able to sustain the local population, which was good enough for Tollkuehnheit.",Part 5 Volume 6,prose,no_relation,keyword:none,friend_ally,Aeussewahl || Tollkuehnheit,cand_004955,"While the area didn't appear to be rich in any valuable natural resources, it was able to sustain the local population, which was good enough for Tollkuehnheit.","section=Part 5 Volume 6 source=prose [HEAD] Aeussewahl [/HEAD] While the area didn't appear to be rich in any valuable natural resources, it was able to sustain the local population, which was good enough for [TAIL] Tollkuehnheit [/TAIL].",friend_ally,parsed,google/gemma-2-2b-it
Nicola,Rozemyne,"Desperate to manage at least one thing that Rozemyne asked of her, she pleads with Nicola to become friends, since Rozemyne asked Angelica to become friends with her temple attendants.",Royal Academy Stories - First Year (Concurrent with Part 4 Volume 2),prose,service_retainer,keyword:\battendants\b,friend_ally,Nicola || Rozemyne,cand_004956,"Desperate to manage at least one thing that Rozemyne asked of her, she pleads with Nicola to become friends, since Rozemyne asked Angelica to become friends with her temple attendants.","section=Royal Academy Stories - First Year (Concurrent with Part 4 Volume 2) source=prose Desperate to manage at least one thing that [TAIL] Rozemyne [/TAIL] asked of her, she pleads with [HEAD] Nicola [/HEAD] to become friends, since Rozemyne asked Angelica to become friends with her temple attendants.",friend_ally,parsed,google/gemma-2-2b-it
Previous Count Leisegang,Nikolaus,Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter),infobox,infobox,family,infobox:family/Offspring,family,Previous Count Leisegang || Nikolaus,cand_004957,Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) Nikolaus (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter),section=infobox source=infobox [HEAD] Previous Count Leisegang [/HEAD] Infobox field family/Offspring: Karstedt (Grandson) Count Leisegang (Grandson) Leberecht (Grandson) Claudio (Grandson) Elvira (Granddaughter) Eckhart (Great-Grandson) Lamprecht (Great-Grandson) Cornelius (Great-Grandson) Rozemyne (Great-Granddaughter) Traugott (Great-Grandson) [TAIL] Nikolaus [/TAIL] (Great-Grandson) Oliswalt (Great-Grandson) Leberecht's Middle Son (Great-Grandson) Hartmut (Great-Grandson) Leonore (Great-Granddaughter) Brunhilde (Great-Granddaughter) Bertilde (Great-Granddaughter),family,parsed,google/gemma-2-2b-it
Eckhart,Heidemarie,"After graduating, Eckhart married his first wife Heidemarie, a fellow retainer of Ferdinand and just as devoted to him as Eckhart himself, whom he loved deeply.",History,prose,romantic,"keyword:\bwife\b,\bmarried\b",romantic,Eckhart || Heidemarie,cand_004958,"After graduating, Eckhart married his first wife Heidemarie, a fellow retainer of Ferdinand and just as devoted to him as Eckhart himself, whom he loved deeply.","section=History source=prose After graduating, [HEAD] Eckhart [/HEAD] married his first wife [TAIL] Heidemarie [/TAIL], a fellow retainer of Ferdinand and just as devoted to him as Eckhart himself, whom he loved deeply.",romantic,parsed,google/gemma-2-2b-it
